Name,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,kWH/m2a,kWh/a,kW,Jan,Feb,Mar,Apr,Mai,Jun,Jul,Aug,Sep,Okt,Nov,Dez
Standardprofil,3,2,2,2,2,2,3,5,6,5,4,4,4,6,4,4,4,5,6,7,8,5,4,3,15.0,None,None,11,10,9,8,7,7,7,7,7,8,9,10
