"year";"month";"day";"hour MEZ";"min";"dewpoint temperature (degree C)";"air temperature (degree C)";"relative humidity (%)";"global radiation (W m^(-2))";"wind speed (km/h)";"wind direction (degree)";"wind speed - gust (km/h)";"precipitation (10^(-1) mm)";"air pressure (hPa)"
2005;3;20;08;30;-7,7;-1,6;63,2;388,9;4,3;75,7;-6999;0,0;998,0
2005;3;20;08;45;-7,8;-1,5;62,2;427,3;5,1;108,5;-6999;0,0;998,0
2005;3;20;09;00;-7,9;-1,3;60,7;477,2;5,0;158,9;-6999;0,0;998,0
2005;3;20;09;15;-8,2;-1,0;58,2;517,7;3,1;140,1;-6999;0,0;998,0
2005;3;20;09;30;-7,9;-0,6;57,7;551,0;3,4;73,0;-6999;0,0;998,0
2005;3;20;09;45;-7,9;-0,6;57,6;584,0;4,0;123,4;-6999;0,0;997,0
2005;3;20;10;00;-7,5;-0,2;57,9;613,3;4,1;101,4;-6999;0,0;997,0
2005;3;20;10;15;-7,5;0,4;55,4;639,4;4,8;99,8;-6999;0,0;997,0
2005;3;20;10;30;-7,6;0,4;54,9;647,6;4,1;91,9;-6999;0,0;997,0
2005;3;20;10;45;-7,7;0,5;54,2;674,1;4,3;126,8;-6999;0,0;997,0
2005;3;20;11;00;-7,5;1,3;52,1;697,7;4,2;95,0;-6999;0,0;997,0
2005;3;20;11;15;-7,6;1,1;52,1;717,0;5,9;97,2;-6999;0,0;997,0
2005;3;20;11;30;-7,6;1,5;50,8;724,0;6,5;100,3;-6999;0,0;997,0
2005;3;20;11;45;-7,6;1,5;50,8;733,0;7,2;104,8;-6999;0,0;997,0
2005;3;20;12;00;-7,7;1,6;50,0;741,0;7,6;109,8;-6999;0,0;997,0
2005;3;20;12;15;-7,2;2,3;49,3;738,0;3,6;110,3;-6999;0,0;996,0
2005;3;20;12;30;-7,1;2,4;49,6;733,0;5,0;120,8;-6999;0,0;996,0
2005;3;20;12;45;-7,0;2,8;48,4;729,0;3,5;128,8;-6999;0,0;996,0
2005;3;20;13;00;-7,1;3,5;45,9;720,0;3,7;132,9;-6999;0,0;996,0
2005;3;20;13;15;-7,5;2,9;46,3;709,0;5,4;116,1;-6999;0,0;996,0
2005;3;20;13;30;-7,1;3,2;46,7;690,1;3,7;118,3;-6999;0,0;995,0
2005;3;20;13;45;-7,3;3,2;46,1;668,9;4,1;131,1;-6999;0,0;995,0
2005;3;20;14;00;-6,8;3,5;46,9;642,7;4,3;121,9;-6999;0,0;995,0
2005;3;20;14;15;-6,6;3,8;46,5;618,2;5,0;112,2;-6999;0,0;995,0
2005;3;20;14;30;-6,7;3,7;46,6;592,8;3,7;105,5;-6999;0,0;995,0
2005;3;20;14;45;-6,5;3,9;46,7;560,9;4,5;109,5;-6999;0,0;995,0
2005;3;20;15;00;-6,7;4,0;45,5;529,8;4,8;107,5;-6999;0,0;995,0
2005;3;20;15;15;-6,7;4,1;45,1;492,8;5,4;143,9;-6999;0,0;995,0
2005;3;20;15;30;-6,8;4,2;44,6;455,3;2,9;170,1;-6999;0,0;995,0
2005;3;20;15;45;-6,9;4,2;44,1;416,0;2,4;198,6;-6999;0,0;994,0
2005;3;20;16;00;-7,1;4,3;43,4;373,9;4,4;137,2;-6999;0,0;994,0
2005;3;20;16;15;-7,1;4,4;43,0;327,9;3,1;144,7;-6999;0,0;994,0
2005;3;20;16;30;-7,1;4,2;43,7;281,4;4,4;120,5;-6999;0,0;994,0
2005;3;20;16;45;-6,9;4,2;44,3;233,3;2,5;94,5;-6999;0,0;994,0
2005;3;20;17;00;-7,0;4,1;44,4;184,9;3,3;166,3;-6999;0,0;994,0
2005;3;20;17;15;-7,0;4,0;44,5;138,4;3,4;135,1;-6999;0,0;994,0
2005;3;20;17;30;-7,0;3,8;45,2;93,3;4,0;101,2;-6999;0,0;994,0
2005;3;20;17;45;-6,9;3,6;46,0;52,3;0,2;95,5;-6999;0,0;994,0
2005;3;20;18;00;-7,0;3,3;46,8;17,5;4,2;82,3;-6999;0,0;994,0
2005;3;20;18;15;-6,7;3,0;48,9;3,8;4,8;81,8;-6999;0,0;994,0
2005;3;20;18;30;-6,5;2,8;50,4;0,7;1,3;77,7;-6999;0,0;994,0
2005;3;20;18;45;-6,5;2,5;51,6;0,2;1,5;97,5;-6999;0,0;994,0
2005;3;20;19;00;-6,4;2,1;53,2;0,1;0,8;62,5;-6999;0,0;994,0
2005;3;20;19;15;-6,5;1,8;54,0;0,1;0,0;70,9;-6999;0,0;994,0
2005;3;20;19;30;-6,7;1,6;53,9;0,3;0,0;121,0;-6999;0,0;994,0
2005;3;20;19;45;-6,8;1,3;55,0;0,3;0,0;300,6;-6999;0,0;994,0
2005;3;20;20;00;-6,8;1,0;56,0;0,2;0,0;352,7;-6999;0,0;994,0
2005;3;20;20;15;-6,6;0,9;57,3;0,2;0,0;336,2;-6999;0,0;994,0
2005;3;20;20;30;-6,8;0,7;57,3;0,2;0,0;343,0;-6999;0,0;994,0
2005;3;20;20;45;-6,8;0,6;57,7;0,3;0,7;334,8;-6999;0,0;994,0
2005;3;20;21;00;-6,9;0,2;58,9;0,2;1,0;338,3;-6999;0,0;994,0
2005;3;20;21;15;-6,7;0,2;59,6;0,3;0,5;350,1;-6999;0,0;994,0
2005;3;20;21;30;-6,9;0,4;58,1;0,2;0,0;157,8;-6999;0,0;994,0
2005;3;20;21;45;-7,3;0,8;54,8;0,2;0,0;182,8;-6999;0,0;994,0
2005;3;20;22;00;-7,4;0,3;56,1;0,3;0,4;344,3;-6999;0,0;994,0
2005;3;20;22;15;-7,3;0,0;57,8;0,1;0,0;305,0;-6999;0,0;994,0
2005;3;20;22;30;-7,1;-0,1;59,3;0,2;0,0;334,4;-6999;0,0;994,0
2005;3;20;22;45;-7,7;0,0;56,2;0,2;0,0;262,1;-6999;0,0;994,0
2005;3;20;23;00;-7,9;0,1;54,8;0,3;0,0;294,5;-6999;0,0;994,0
2005;3;20;23;15;-8,1;0,2;53,7;0,3;0,0;306,1;-6999;0,0;994,0
2005;3;20;23;30;-8,3;0,1;53,1;0,3;3,2;321,0;-6999;0,0;994,0
2005;3;20;23;45;-8,2;0,0;54,2;0,3;3,2;311,3;-6999;0,0;994,0
2005;3;20;24;00;-8,3;0,0;53,8;0,4;0,0;312,9;-6999;0,0;994,0
2005;3;21;00;15;-8,1;-0,2;55,3;0,3;0,9;316,2;-6999;0,0;994,0
2005;3;21;00;30;-7,9;-0,4;56,8;0,2;0,7;326,8;-6999;0,0;993,0
2005;3;21;00;45;-7,9;-0,4;57,0;0,3;0,0;329,5;-6999;0,0;993,0
2005;3;21;01;00;-7,8;-0,6;58,4;0,2;0,0;345,3;-6999;0,0;993,0
2005;3;21;01;15;-7,8;-0,8;59,1;0,3;0,0;309,9;-6999;0,0;993,0
2005;3;21;01;30;-7,8;-0,7;58,8;0,3;0,4;171,2;-6999;0,0;993,0
2005;3;21;01;45;-7,7;-0,8;59,3;0,2;0,0;348,2;-6999;0,0;993,0
2005;3;21;02;00;-7,8;-0,7;58,8;0,3;0,0;342,1;-6999;0,0;993,0
2005;3;21;02;15;-7,7;-1,5;62,6;0,2;0,0;309,2;-6999;0,0;993,0
2005;3;21;02;30;-7,3;-1,3;63,5;0,2;0,0;74,2;-6999;0,0;993,0
2005;3;21;02;45;-7,5;-1,3;62,9;0,3;0,0;195,0;-6999;0,0;992,0
2005;3;21;03;00;-7,5;-1,1;62,0;0,2;0,0;340,6;-6999;0,0;992,0
2005;3;21;03;15;-7,8;-1,1;60,5;0,2;0,0;331,6;-6999;0,0;992,0
2005;3;21;03;30;-7,8;-1,1;60,5;0,3;0,0;331,6;-6999;0,0;992,0
2005;3;21;03;45;-7,8;-1,2;60,7;0,4;0,0;333,8;-6999;0,0;992,0
2005;3;21;04;00;-7,8;-1,5;62,0;0,3;0,0;340,7;-6999;0,0;992,0
2005;3;21;04;15;-7,8;-1,6;62,4;0,3;0,0;269,8;-6999;0,0;992,0
2005;3;21;04;30;-7,8;-1,9;64,1;0,2;0,0;224,1;-6999;0,0;993,0
2005;3;21;04;45;-7,6;-1,9;64,9;0,1;0,0;161,0;-6999;0,0;992,0
2005;3;21;05;00;-7,5;-1,9;65,5;0,2;0,0;93,3;-6999;0,0;992,0
2005;3;21;05;15;-7,2;-2,1;68,2;0,2;0,0;83,9;-6999;0,0;992,0
2005;3;21;05;30;-7,4;-2,6;69,7;0,3;0,0;112,4;-6999;0,0;992,0
2005;3;21;05;45;-7,1;-2,3;69,5;0,6;0,0;119,3;-6999;0,0;992,0
2005;3;21;06;00;-7,2;-2,5;70,2;2,9;0,0;86,6;-6999;0,0;992,0
2005;3;21;06;15;-6,8;-2,4;71,8;13,4;0,0;150,3;-6999;0,0;992,0
2005;3;21;06;30;-7,2;-2,3;69,2;40,8;0,0;297,8;-6999;0,0;992,0
2005;3;21;06;45;-7,4;-2,4;68,6;78,8;0,7;225,5;-6999;0,0;992,0
2005;3;21;07;00;-7,3;-2,4;69,2;121,4;0,0;267,4;-6999;0,0;993,0
2005;3;21;07;15;-6,7;-1,6;68,0;165,4;0,7;124,5;-6999;0,0;993,0
2005;3;21;07;30;-6,6;-1,3;67,4;212,1;0,7;113,6;-6999;0,0;993,0
2005;3;21;07;45;-6,7;-0,7;63,9;260,1;2,1;99,8;-6999;0,0;993,0
2005;3;21;08;00;-7,0;-0,3;60,5;304,9;2,4;111,5;-6999;0,0;993,0
2005;3;21;08;15;-7,1;0,1;58,4;351,2;3,0;99,2;-6999;0,0;993,0
2005;3;21;08;30;-7,3;0,5;56,0;395,1;4,6;101,5;-6999;0,0;993,0
2005;3;21;08;45;-7,1;0,8;55,6;432,9;3,9;121,3;-6999;0,0;993,0
2005;3;21;09;00;-6,8;1,0;56,1;470,1;4,1;109,3;-6999;0,0;993,0
2005;3;21;09;15;-6,4;1,6;55,5;506,0;2,5;132,7;-6999;0,0;993,0
2005;3;21;09;30;-6,8;2,0;52,0;539,7;3,7;130,1;-6999;0,0;993,0
2005;3;21;09;45;-6,7;2,5;50,7;570,2;3,2;140,5;-6999;0,0;993,0
2005;3;21;10;00;-6,7;2,6;50,3;533,5;3,7;121,1;-6999;0,0;993,0
2005;3;21;10;15;-6,9;3,2;47,4;626,1;3,5;157,8;-6999;0,0;993,0
2005;3;21;10;30;-7,6;3,4;44,5;651,3;4,1;133,3;-6999;0,0;993,0
2005;3;21;10;45;-7,1;3,3;46,4;654,6;2,9;160,1;-6999;0,0;993,0
2005;3;21;11;00;-7,2;3,9;44,3;665,5;5,7;121,3;-6999;0,0;993,0
2005;3;21;11;15;-7,1;3,7;45,3;676,2;6,0;105,7;-6999;0,0;993,0
2005;3;21;11;30;-6,4;4,5;45,1;692,4;5,4;108,8;-6999;0,0;993,0
2005;3;21;11;45;-6,7;4,8;43,2;704,0;5,9;107,4;-6999;0,0;993,0
2005;3;21;12;00;-6,6;4,8;43,5;703,0;6,3;117,6;-6999;0,0;993,0
2005;3;21;12;15;-6,5;5,0;43,3;708,0;6,2;108,8;-6999;0,0;993,0
2005;3;21;12;30;-6,1;5,3;43,5;711,0;6,0;113,7;-6999;0,0;993,0
2005;3;21;12;45;-6,0;5,0;44,7;703,0;7,2;115,3;-6999;0,0;992,0
2005;3;21;13;00;-6,1;5,3;43,7;694,3;6,0;113,1;-6999;0,0;992,0
2005;3;21;13;15;-5,8;6,1;42,1;680,5;3,7;130,2;-6999;0,0;992,0
2005;3;21;13;30;-6,0;5,8;42,5;667,7;3,8;136,2;-6999;0,0;992,0
2005;3;21;13;45;-5,6;6,0;43,0;639,3;4,4;117,4;-6999;0,0;992,0
2005;3;21;14;00;-5,6;5,7;44,2;616,6;5,1;141,4;-6999;0,0;992,0
2005;3;21;14;15;-5,2;6,3;43,5;589,4;4,2;119,4;-6999;0,0;992,0
2005;3;21;14;30;-5,3;6,1;43,8;565,8;7,2;108,3;-6999;0,0;992,0
2005;3;21;14;45;-4,9;6,5;44,1;538,0;4,2;132,6;-6999;0,0;992,0
2005;3;21;15;00;-5,8;6,5;41,1;503,5;6,0;106,8;-6999;0,0;992,0
2005;3;21;15;15;-5,6;6,6;41,4;463,8;6,2;115,8;-6999;0,0;992,0
2005;3;21;15;30;-6,2;6,2;40,6;426,8;7,9;98,3;-6999;0,0;992,0
2005;3;21;15;45;-6,2;6,3;40,5;395,1;6,7;95,1;-6999;0,0;991,0
2005;3;21;16;00;-6,3;6,3;40,0;351,1;4,9;118,7;-6999;0,0;991,0
2005;3;21;16;15;-6,9;6,3;38,3;308,5;6,1;101,8;-6999;0,0;991,0
2005;3;21;16;30;-7,4;6,3;36,8;267,9;6,3;90,3;-6999;0,0;991,0
2005;3;21;16;45;-7,7;6,2;36,1;221,8;4,1;94,3;-6999;0,0;991,0
2005;3;21;17;00;-8,3;6,1;34,8;175,1;4,2;121,2;-6999;0,0;991,0
2005;3;21;17;15;-8,0;6,1;35,5;129,2;3,3;109,4;-6999;0,0;991,0
2005;3;21;17;30;-7,5;6,0;37,2;87,6;0,0;98,9;-6999;0,0;991,0
2005;3;21;17;45;-7,1;6,0;38,4;48,8;0,6;116,8;-6999;0,0;991,0
2005;3;21;18;00;-6,8;5,6;40,4;18,2;1,3;97,4;-6999;0,0;991,0
2005;3;21;18;15;-6,4;5,4;42,2;4,8;4,2;95,2;-6999;0,0;991,0
2005;3;21;18;30;-6,2;5,2;43,6;0,9;4,5;98,1;-6999;0,0;991,0
2005;3;21;18;45;-5,5;4,8;47,1;0,2;1,3;81,4;-6999;0,0;991,0
2005;3;21;19;00;-5,1;4,4;49,9;0,2;0,0;128,6;-6999;0,0;992,0
2005;3;21;19;15;-5,1;3,9;51,7;0,3;0,0;89,3;-6999;0,0;992,0
2005;3;21;19;30;-5,2;3,6;52,7;0,3;0,0;157,6;-6999;0,0;992,0
2005;3;21;19;45;-5,1;3,4;53,7;0,4;1,3;347,8;-6999;0,0;992,0
2005;3;21;20;00;-5,1;3,1;54,9;0,2;0,6;256,7;-6999;0,0;992,0
2005;3;21;20;15;-4,9;3,0;56,3;0,2;1,2;109,1;-6999;0,0;992,0
2005;3;21;20;30;-5,0;3,0;55,7;0,2;0,0;111,2;-6999;0,0;992,0
2005;3;21;20;45;-5,1;2,8;55,9;0,2;0,0;193,6;-6999;0,0;992,0
2005;3;21;21;00;-5,3;2,5;56,2;0,3;0,9;251,2;-6999;0,0;992,0
2005;3;21;21;15;-5,3;2,5;56,5;0,2;0,1;116,3;-6999;0,0;992,0
2005;3;21;21;30;-5,2;2,6;56,5;0,1;0,2;49,2;-6999;0,0;992,0
2005;3;21;21;45;-4,8;2,9;57,0;0,2;0,1;120,2;-6999;0,0;992,0
2005;3;21;22;00;-5,2;2,3;57,7;0,2;0,0;238,0;-6999;0,0;992,0
2005;3;21;22;15;-5,6;1,8;57,8;0,2;0,0;339,5;-6999;0,0;992,0
2005;3;21;22;30;-5,8;1,6;58,0;0,3;0,0;351,2;-6999;0,0;992,0
2005;3;21;22;45;-5,8;1,3;59,0;0,2;0,0;355,5;-6999;0,0;992,0
2005;3;21;23;00;-5,7;1,2;59,9;0,3;0,0;312,6;-6999;0,0;992,0
2005;3;21;23;15;-5,5;1,4;60,3;0,3;0,0;138,4;-6999;0,0;992,0
2005;3;21;23;30;-5,6;1,1;61,0;0,2;0,0;86,7;-6999;0,0;993,0
2005;3;21;23;45;-5,7;1,1;60,5;0,2;0,0;232,4;-6999;0,0;993,0
2005;3;21;24;00;-6,0;1,1;59,2;0,3;0,0;172,6;-6999;0,0;993,0
2005;3;22;00;15;-6,3;1,1;57,8;0,2;0,0;171,5;-6999;0,0;993,0
2005;3;22;00;30;-6,7;0,9;56,9;0,2;0,0;355,9;-6999;0,0;993,0
2005;3;22;00;45;-7,1;0,8;55,7;0,2;0,0;354,4;-6999;0,0;992,0
2005;3;22;01;00;-7,4;0,8;54,3;0,2;0,0;346,6;-6999;0,0;992,0
2005;3;22;01;15;-7,7;0,5;54,1;0,3;0,0;346,4;-6999;0,0;992,0
2005;3;22;01;30;-7,7;0,6;53,8;0,2;0,0;166,7;-6999;0,0;992,0
2005;3;22;01;45;-7,7;0,4;54,6;0,2;0,0;156,8;-6999;0,0;992,0
2005;3;22;02;00;-7,5;0,0;57,0;0,1;0,0;58,9;-6999;0,0;992,0
2005;3;22;02;15;-7,6;-0,2;57,2;0,2;0,0;130,8;-6999;0,0;992,0
2005;3;22;02;30;-7,9;-0,4;57,0;0,2;0,0;299,4;-6999;0,0;992,0
2005;3;22;02;45;-7,8;-0,3;57,0;0,2;0,0;123,3;-6999;0,0;992,0
2005;3;22;03;00;-7,7;-0,5;58,2;0,3;0,0;233,7;-6999;0,0;992,0
2005;3;22;03;15;-7,6;-0,8;60,0;0,2;0,0;248,3;-6999;0,0;992,0
2005;3;22;03;30;-7,2;-0,8;61,8;0,2;0,0;112,6;-6999;0,0;992,0
2005;3;22;03;45;-6,7;-0,8;64,4;0,2;0,0;117,4;-6999;0,0;992,0
2005;3;22;04;00;-6,5;-1,3;67,5;0,2;0,0;122,8;-6999;0,0;992,0
2005;3;22;04;15;-6,2;-1,4;69,9;0,2;0,0;131,5;-6999;0,0;992,0
2005;3;22;04;30;-6,2;-1,6;70,9;0,2;0,0;183,8;-6999;0,0;992,0
2005;3;22;04;45;-6,3;-1,7;70,8;0,2;0,0;170,3;-6999;0,0;992,0
2005;3;22;05;00;-6,4;-1,6;69,5;0,2;0,0;89,7;-6999;0,0;992,0
2005;3;22;05;15;-6,4;-1,8;70,7;0,2;0,0;178,6;-6999;0,0;992,0
2005;3;22;05;30;-6,2;-1,8;71,9;0,2;0,2;272,0;-6999;0,0;992,0
2005;3;22;05;45;-6,1;-1,9;73,0;0,7;0,2;190,9;-6999;0,0;992,0
2005;3;22;06;00;-5,9;-1,9;74,0;2,7;0,0;134,6;-6999;0,0;992,0
2005;3;22;06;15;-5,5;-1,5;74,0;9,1;1,1;104,7;-6999;0,0;992,0
2005;3;22;06;30;-5,3;-1,3;74,3;32,0;0,9;118,3;-6999;0,0;992,0
2005;3;22;06;45;-5,2;-1,1;73,5;67,6;2,0;111,4;-6999;0,0;992,0
2005;3;22;07;00;-5,4;-1,5;74,8;106,5;0,1;131,5;-6999;0,0;992,0
2005;3;22;07;15;-5,2;-1,0;73,2;147,2;0,5;114,8;-6999;0,0;992,0
2005;3;22;07;30;-5,2;-0,7;71,8;193,5;0,0;122,3;-6999;0,0;992,0
2005;3;22;07;45;-5,1;-0,4;70,3;236,9;0,0;125,0;-6999;0,0;992,0
2005;3;22;08;00;-5,0;0,3;67,5;280,6;0,0;112,9;-6999;0,0;992,0
2005;3;22;08;15;-4,9;0,8;65,5;326,7;1,6;114,5;-6999;0,0;992,0
2005;3;22;08;30;-4,9;1,2;63,8;372,4;4,9;126,5;-6999;0,0;992,0
2005;3;22;08;45;-4,6;1,5;63,9;413,5;7,1;133,0;-6999;0,0;992,0
2005;3;22;09;00;-4,1;2,2;63,3;453,2;5,2;152,8;-6999;0,0;992,0
2005;3;22;09;15;-3,7;2,5;63,7;489,6;5,5;147,3;-6999;0,0;992,0
2005;3;22;09;30;-3,3;3,1;62,9;522,0;6,2;153,8;-6999;0,0;992,0
2005;3;22;09;45;-2,9;3,2;64,2;555,8;8,9;142,9;-6999;0,0;992,0
2005;3;22;10;00;-2,3;4,0;63,4;583,9;9,1;146,5;-6999;0,0;992,0
2005;3;22;10;15;-2,1;4,2;63,7;606,9;10,6;143,8;-6999;0,0;992,0
2005;3;22;10;30;-1,8;4,6;63,3;634,2;10,5;153,0;-6999;0,0;992,0
2005;3;22;10;45;-1,5;4,7;64,1;656,1;10,3;143,8;-6999;0,0;992,0
2005;3;22;11;00;-1,0;5,2;64,3;672,0;11,1;150,2;-6999;0,0;992,0
2005;3;22;11;15;-0,8;5,6;63,6;682,9;10,5;149,6;-6999;0,0;991,0
2005;3;22;11;30;-0,5;6,3;61,8;694,5;9,0;146,6;-6999;0,0;991,0
2005;3;22;11;45;-0,3;6,2;63,0;701,0;12,9;145,3;-6999;0,0;991,0
2005;3;22;12;00;0,3;6,8;63,2;701,0;11,2;152,2;-6999;0,0;991,0
2005;3;22;12;15;0,4;6,9;63,3;701,0;13,5;151,1;-6999;0,0;991,0
2005;3;22;12;30;0,8;7,7;61,8;697,9;11,1;163,5;-6999;0,0;991,0
2005;3;22;12;45;1,0;8,2;60,3;691,0;10,3;136,2;-6999;0,0;991,0
2005;3;22;13;00;1,1;8,3;60,4;681,2;11,5;125,6;-6999;0,0;990,0
2005;3;22;13;15;1,3;8,6;60,1;670,5;12,0;126,2;-6999;0,0;990,0
2005;3;22;13;30;1,6;9,4;58,4;653,2;9,7;139,6;-6999;0,0;990,0
2005;3;22;13;45;1,8;9,1;60,4;635,7;12,0;120,2;-6999;0,0;990,0
2005;3;22;14;00;1,4;10,2;54,3;623,3;10,7;145,2;-6999;0,0;990,0
2005;3;22;14;15;1,1;10,3;53,0;596,9;12,6;128,4;-6999;0,0;990,0
2005;3;22;14;30;1,1;10,5;52,3;574,2;11,9;145,5;-6999;0,0;989,0
2005;3;22;14;45;1,0;10,4;52,2;546,5;13,1;142,8;-6999;0,0;989,0
2005;3;22;15;00;1,1;10,3;52,7;505,8;13,4;136,8;-6999;0,0;989,0
2005;3;22;15;15;1,2;10,4;52,7;468,9;13,3;137,4;-6999;0,0;989,0
2005;3;22;15;30;0,8;10,2;52,2;432,0;12,2;141,2;-6999;0,0;989,0
2005;3;22;15;45;0,7;10,2;51,8;392,0;11,0;135,1;-6999;0,0;989,0
2005;3;22;16;00;0,8;10,2;52,1;348,7;12,2;139,5;-6999;0,0;989,0
2005;3;22;16;15;0,8;10,2;52,1;310,0;10,4;142,3;-6999;0,0;989,0
2005;3;22;16;30;0,9;10,1;52,9;258,5;10,9;158,3;-6999;0,0;989,0
2005;3;22;16;45;1,0;9,8;54,3;217,7;11,4;144,0;-6999;0,0;989,0
2005;3;22;17;00;1,2;9,7;55,3;154,7;10,6;146,2;-6999;0,0;989,0
2005;3;22;17;15;1,3;9,6;56,3;115,9;11,2;153,1;-6999;0,0;989,0
2005;3;22;17;30;1,5;9,6;57,2;65,5;12,6;149,9;-6999;0,0;989,0
2005;3;22;17;45;1,6;9,4;58,3;29,2;11,4;150,1;-6999;0,0;989,0
2005;3;22;18;00;1,7;9,2;59,3;15,4;12,1;147,7;-6999;0,0;989,0
2005;3;22;18;15;1,9;9,2;60,1;3,8;8,4;145,8;-6999;0,0;989,0
2005;3;22;18;30;1,7;8,9;60,6;0,4;7,3;137,5;-6999;0,0;989,0
2005;3;22;18;45;1,5;8,6;60,9;0,0;8,2;125,8;-6999;0,0;989,0
2005;3;22;19;00;1,4;8,3;61,9;-0,1;8,3;120,6;-6999;0,0;989,0
2005;3;22;19;15;1,2;8,0;62,2;-0,1;9,2;119,7;-6999;0,0;989,0
2005;3;22;19;30;1,1;7,8;62,5;-0,2;8,9;126,9;-6999;0,0;989,0
2005;3;22;19;45;1,1;7,7;62,8;-0,1;7,7;129,4;-6999;0,0;989,0
2005;3;22;20;00;0,8;7,6;62,0;-0,1;10,1;127,9;-6999;0,0;989,0
2005;3;22;20;15;0,5;7,5;61,3;-0,2;9,1;133,4;-6999;0,0;989,0
2005;3;22;20;30;0,4;7,4;61,2;-0,1;11,9;133,4;-6999;0,0;989,0
2005;3;22;20;45;0,4;7,3;61,4;-0,2;10,9;139,7;-6999;0,0;989,0
2005;3;22;21;00;0,2;7,1;61,7;-0,2;11,7;133,9;-6999;0,0;989,0
2005;3;22;21;15;0,2;7,0;61,8;-0,2;10,3;134,3;-6999;0,0;989,0
2005;3;22;21;30;0,2;6,9;62,2;-0,1;8,9;138,2;-6999;0,0;989,0
2005;3;22;21;45;-0,1;6,7;62,0;-0,1;9,2;136,4;-6999;0,0;990,0
2005;3;22;22;00;-0,1;6,6;62,2;-0,1;7,9;143,9;-6999;0,0;990,0
2005;3;22;22;15;-0,2;6,5;62,4;-0,1;6,6;146,2;-6999;0,0;990,0
2005;3;22;22;30;-0,4;6,3;62,4;-0,1;8,5;143,4;-6999;0,0;990,0
2005;3;22;22;45;-0,5;6,1;62,5;-0,1;9,2;146,1;-6999;0,0;990,0
2005;3;22;23;00;-0,4;6,1;63,0;-0,1;9,3;147,9;-6999;0,0;990,0
2005;3;22;23;15;-0,4;5,9;63,8;-0,1;9,6;145,7;-6999;0,0;990,0
2005;3;22;23;30;-0,3;5,7;65,2;-0,2;7,8;149,0;-6999;0,0;990,0
2005;3;22;23;45;-0,3;5,4;66,6;-0,2;6,9;153,1;-6999;0,0;990,0
2005;3;22;24;00;-0,2;5,2;67,9;-0,2;6,5;145,9;-6999;0,0;990,0
2005;3;23;00;15;-0,2;5,1;68,6;-0,2;5,1;157,3;-6999;0,0;990,0
2005;3;23;00;30;-0,2;5,0;69,3;-0,2;4,4;162,8;-6999;0,0;990,0
2005;3;23;00;45;-0,2;4,8;69,8;-0,2;4,5;159,6;-6999;0,0;990,0
2005;3;23;01;00;-0,3;4,6;70,7;-0,3;4,1;152,5;-6999;0,0;991,0
2005;3;23;01;15;-0,3;4,5;71,1;-0,3;4,9;136,5;-6999;0,0;991,0
2005;3;23;01;30;-0,3;4,3;71,8;-0,2;3,0;126,1;-6999;0,0;991,0
2005;3;23;01;45;-0,3;4,2;72,4;-0,3;1,2;130,9;-6999;0,0;991,0
2005;3;23;02;00;-0,3;4,1;73,0;-0,2;1,1;107,5;-6999;0,0;991,0
2005;3;23;02;15;-0,3;4,0;73,3;-0,1;0,5;128,8;-6999;0,0;991,0
2005;3;23;02;30;-0,4;3,8;74,2;-0,3;0,7;111,7;-6999;0,0;991,0
2005;3;23;02;45;-0,4;3,3;76,5;-0,1;0,0;241,8;-6999;0,0;991,0
2005;3;23;03;00;-0,3;3,4;76,6;-0,1;0,0;135,1;-6999;0,0;991,0
2005;3;23;03;15;-0,5;2,7;79,3;0,1;0,0;331,5;-6999;0,0;991,0
2005;3;23;03;30;-0,4;2,7;79,8;0,0;0,0;352,2;-6999;0,0;991,0
2005;3;23;03;45;-0,6;2,5;80,1;0,0;0,0;337,3;-6999;0,0;991,0
2005;3;23;04;00;-0,6;2,4;80,4;0,0;0,0;340,2;-6999;0,0;991,0
2005;3;23;04;15;-0,6;2,4;80,4;0,0;0,0;343,0;-6999;0,0;991,0
2005;3;23;04;30;-0,6;2,4;80,3;0,0;0,2;341,9;-6999;0,0;991,0
2005;3;23;04;45;-0,7;2,2;81,1;0,0;1,2;335,9;-6999;0,0;991,0
2005;3;23;05;00;-0,8;2,1;81,3;0,0;1,8;324,0;-6999;0,0;991,0
2005;3;23;05;15;-0,8;2,0;81,8;0,0;1,8;321,5;-6999;0,0;992,0
2005;3;23;05;30;-0,9;1,9;81,8;0,0;0,0;317,9;-6999;0,0;992,0
2005;3;23;05;45;-0,9;1,7;82,6;0,9;0,0;327,6;-6999;0,0;992,0
2005;3;23;06;00;-1,0;1,4;84,1;2,5;0,0;349,8;-6999;0,0;992,0
2005;3;23;06;15;-0,9;1,5;84,3;10,8;0,0;349,8;-6999;0,0;992,0
2005;3;23;06;30;-1,0;1,5;83,5;28,9;0,1;348,3;-6999;0,0;992,0
2005;3;23;06;45;-0,8;1,8;82,9;50,1;0,0;361,8;-6999;0,0;992,0
2005;3;23;07;00;-0,7;2,0;82,2;62,6;0,0;359,6;-6999;0,0;992,0
2005;3;23;07;15;-0,7;2,2;81,1;92,8;0,0;121,9;-6999;0,0;993,0
2005;3;23;07;30;-0,6;2,4;80,4;150,1;0,0;362,0;-6999;0,0;993,0
2005;3;23;07;45;0,1;3,9;76,1;243,9;0,0;121,4;-6999;0,0;993,0
2005;3;23;08;00;-0,1;4,5;71,9;324,4;0,0;144,4;-6999;0,0;993,0
