"year";"month";"day";"hour MEZ";"min";"dewpoint temperature (degree C)";"air temperature (degree C)";"relative humidity (%)";"global radiation (W m^(-2))";"wind speed (km/h)";"wind direction (degree)";"wind speed - gust (km/h)";"precipitation (10^(-1) mm)";"air pressure (hPa)"
2005;3;14;08;45;-3,3;1,8;68,7;383,1;1,8;-0,1;-6999;0,0;-6999;
2005;3;14;09;00;-3,3;1,9;68,5;418,5;2,2;-0,1;-6999;0,0;-6999;
2005;3;14;09;15;-3,1;2,7;65,6;455,1;3,4;-0,1;-6999;0,0;-6999;
2005;3;14;09;30;-3,0;3,5;62,6;487,7;1,6;-0,1;-6999;0,0;-6999;
2005;3;14;09;45;-3,0;3,6;62,2;480,6;1,8;-0,1;-6999;0,0;-6999;
2005;3;14;10;00;-2,2;4,4;62,0;523,7;4,4;-0,1;-6999;0,0;-6999;
2005;3;14;10;15;-2,3;3,8;64,3;533,3;5,6;-0,1;-6999;0,0;-6999;
2005;3;14;10;30;-2,2;4,0;64,2;533,6;5,9;-0,1;-6999;0,0;-6999;
2005;3;14;10;45;-2,1;4,4;62,7;626,9;5,5;-0,1;-6999;0,0;-6999;
2005;3;14;11;00;-2,0;5,0;60,5;646,8;4,5;-0,1;-6999;0,0;-6999;
2005;3;14;11;15;-2,0;5,2;59,9;627,8;3,9;-0,1;-6999;0,0;-6999;
2005;3;14;11;30;-2,0;5,7;57,5;670,7;5,0;-0,1;-6999;0,0;-6999;
2005;3;14;11;45;-1,9;5,9;57,3;678,3;5,5;-0,1;-6999;0,0;-6999;
2005;3;14;12;00;-2,1;5,7;57,3;685,0;7,7;-0,1;-6999;0,0;-6999;
2005;3;14;12;15;-2,3;5,7;56,3;698,7;7,8;-0,1;-6999;0,0;-6999;
2005;3;14;12;30;-2,3;6,3;54,3;697,8;6,4;10,7;-6999;0,0;-6999;
2005;3;14;12;45;-2,2;6,8;52,7;687,5;4,7;104,0;-6999;0,0;-6999;
2005;3;14;13;00;-2,3;7,2;50,8;678,8;4,8;104,1;-6999;0,0;-6999;
2005;3;14;13;15;-2,1;7,2;51,8;653,8;5,3;87,8;-6999;0,0;-6999;
2005;3;14;13;30;-1,9;7,4;51,6;642,7;5,2;86,4;-6999;0,0;-6999;
2005;3;14;13;45;-2,1;7,3;51,4;602,9;6,2;74,1;-6999;0,0;-6999;
2005;3;14;14;00;-1,9;7,6;51,0;555,1;4,2;129,8;-6999;0,0;-6999;
2005;3;14;14;15;-1,8;7,8;50,5;524,7;4,2;93,3;-6999;0,0;-6999;
2005;3;14;14;30;-1,7;7,6;51,6;587,3;7,7;81,6;-6999;0,0;-6999;
2005;3;14;14;45;-1,4;7,9;51,9;523,0;7,7;96,2;-6999;0,0;-6999;
2005;3;14;15;00;-1,0;7,8;53,6;516,0;7,6;95,7;-6999;0,0;-6999;
2005;3;14;15;15;-1,0;8,3;52,0;443,1;5,7;93,7;-6999;0,0;-6999;
2005;3;14;15;30;-1,2;7,7;53,2;277,0;5,7;89,6;-6999;0,0;-6999;
2005;3;14;15;45;-1,1;7,6;54,0;196,6;4,8;83,0;-6999;0,0;-6999;
2005;3;14;16;00;-1,1;7,8;53,4;283,6;4,3;92,4;-6999;0,0;-6999;
2005;3;14;16;15;-1,2;7,8;53,0;229,7;4,6;88,9;-6999;0,0;-6999;
2005;3;14;16;30;-0,6;7,3;57,2;182,2;6,2;122,5;-6999;0,0;-6999;
2005;3;14;16;45;-0,5;6,8;59,7;129,3;5,2;131,5;-6999;0,0;-6999;
2005;3;14;17;00;-0,6;6,9;59,0;100,3;0,7;120,3;-6999;0,0;-6999;
2005;3;14;17;15;-0,6;6,8;59,4;53,7;3,7;87,4;-6999;0,0;-6999;
2005;3;14;17;30;-0,6;6,5;60,6;35,2;2,1;84,7;-6999;0,0;-6999;
2005;3;14;17;45;-0,5;6,5;60,9;19,0;1,8;68,7;-6999;0,0;-6999;
2005;3;14;18;00;-0,5;6,3;61,6;5,0;0,4;89,5;-6999;0,0;-6999;
2005;3;14;18;15;-0,5;5,8;63,9;0,9;1,1;284,2;-6999;0,0;-6999;
2005;3;14;18;30;-0,4;5,5;65,7;0,2;0,9;217,3;-6999;0,0;-6999;
2005;3;14;18;45;-0,6;4,9;67,5;0,2;0,0;298,9;-6999;0,0;-6999;
2005;3;14;19;00;-0,7;4,5;69,0;0,2;0,8;322,1;-6999;0,0;-6999;
2005;3;14;19;15;-0,8;4,6;68,2;0,1;0,4;297,5;-6999;0,0;-6999;
2005;3;14;19;30;-0,8;4,3;69,4;0,1;0,7;341,1;-6999;0,0;-6999;
2005;3;14;19;45;-0,8;4,1;70,3;0,2;3,9;333,7;-6999;0,0;-6999;
2005;3;14;20;00;-1,0;4,1;69,5;0,1;3,7;323,3;-6999;0,0;-6999;
2005;3;14;20;15;-0,6;4,3;70,2;0,2;1,4;329,3;-6999;0,0;-6999;
2005;3;14;20;30;-0,7;4,4;69,4;0,2;0,0;317,0;-6999;0,0;-6999;
2005;3;14;20;45;-0,9;4,1;69,8;0,0;0,4;303,7;-6999;0,0;-6999;
2005;3;14;21;00;-1,2;4,5;66,3;0,1;3,4;283,3;-6999;0,0;-6999;
2005;3;14;21;15;-2,3;4,8;60,1;0,1;4,1;307,3;-6999;0,0;-6999;
2005;3;14;21;30;-3,1;4,8;56,5;0,2;5,1;292,8;-6999;0,0;-6999;
2005;3;14;21;45;-3,4;4,6;56,1;0,1;5,1;285,2;-6999;0,0;-6999;
2005;3;14;22;00;-3,4;4,4;57,0;0,2;2,5;294,5;-6999;0,0;-6999;
2005;3;14;22;15;-3,4;4,2;57,6;0,1;5,4;281,8;-6999;0,0;-6999;
2005;3;14;22;30;-3,4;4,4;57,0;0,1;5,0;292,9;-6999;0,0;-6999;
2005;3;14;22;45;-3,4;4,6;56,3;0,2;5,7;309,0;-6999;0,0;-6999;
2005;3;14;23;00;-3,2;4,7;56,7;0,2;6,8;313,5;-6999;0,0;-6999;
2005;3;14;23;15;-3,0;4,4;58,6;0,1;7,0;314,1;-6999;0,0;-6999;
2005;3;14;23;30;-2,7;4,3;60,5;0,1;7,6;314,3;-6999;0,0;-6999;
2005;3;14;23;45;-2,6;4,2;61,1;0,1;7,5;318,0;-6999;0,0;-6999;
2005;3;14;24;00;-2,6;4,0;62,2;0,1;9,0;315,4;-6999;0,0;-6999;
2005;3;15;00;15;-2,6;3,7;63,6;0,1;8,7;315,6;-6999;0,0;-6999;
2005;3;15;00;30;-2,6;3,6;64,1;0,2;8,1;312,9;-6999;0,0;-6999;
2005;3;15;00;45;-2,6;3,7;63,5;0,2;7,1;308,3;-6999;0,0;-6999;
2005;3;15;01;00;-2,6;3,7;63,4;0,1;8,8;302,1;-6999;0,0;-6999;
2005;3;15;01;15;-2,6;3,6;63,8;0,1;9,4;304,2;-6999;0,0;-6999;
2005;3;15;01;30;-2,6;3,5;64,5;0,1;8,0;311,7;-6999;0,0;-6999;
2005;3;15;01;45;-2,6;3,3;65,2;0,1;5,8;315,3;-6999;0,0;-6999;
2005;3;15;02;00;-2,7;3,2;65,3;0,1;5,2;307,7;-6999;0,0;-6999;
2005;3;15;02;15;-2,7;3,2;65,3;0,1;5,2;303,2;-6999;0,0;-6999;
2005;3;15;02;30;-2,8;3,1;65,3;0,2;4,5;309,5;-6999;0,0;-6999;
2005;3;15;02;45;-3,0;3,2;64,0;0,1;6,5;310,5;-6999;0,0;-6999;
2005;3;15;03;00;-3,0;3,3;63,5;0,1;6,3;303,3;-6999;0,0;-6999;
2005;3;15;03;15;-2,9;3,4;63,3;0,1;5,3;307,3;-6999;0,0;-6999;
2005;3;15;03;30;-3,1;3,3;63,1;0,0;7,2;308,1;-6999;0,0;-6999;
2005;3;15;03;45;-3,0;3,4;62,8;0,0;6,4;302,8;-6999;0,0;-6999;
2005;3;15;04;00;-3,1;3,3;62,8;0,0;3,4;299,6;-6999;0,0;-6999;
2005;3;15;04;15;-3,0;3,3;63,2;0,1;3,6;291,1;-6999;0,0;-6999;
2005;3;15;04;30;-3,1;3,1;63,9;0,0;1,2;286,8;-6999;0,0;-6999;
2005;3;15;04;45;-3,1;3,0;64,3;0,0;2,3;294,1;-6999;0,0;-6999;
2005;3;15;05;00;-3,1;2,8;65,1;0,0;6,0;296,0;-6999;0,0;-6999;
2005;3;15;05;15;-3,1;2,7;65,5;0,0;4,8;295,9;-6999;0,0;-6999;
2005;3;15;05;30;-3,2;2,7;65,1;-0,1;5,7;309,2;-6999;0,0;-6999;
2005;3;15;05;45;-3,2;2,7;65,0;0,0;4,0;310,2;-6999;0,0;-6999;
2005;3;15;06;00;-3,2;2,7;65,1;0,1;0,3;312,4;-6999;0,0;-6999;
2005;3;15;06;15;-3,2;2,9;64,0;1,0;2,8;327,7;-6999;0,0;-6999;
2005;3;15;06;30;-3,4;2,8;63,8;5,5;4,0;321,0;-6999;0,0;-6999;
2005;3;15;06;45;-3,3;3,0;63,5;13,9;3,2;317,7;-6999;0,0;-6999;
2005;3;15;07;00;-3,0;2,9;65,0;22,6;1,0;310,6;-6999;0,0;-6999;
2005;3;15;07;15;-2,9;3,3;63,8;33,7;0,4;271,9;-6999;0,0;-6999;
2005;3;15;07;30;-2,9;3,3;64,0;40,9;2,4;280,2;-6999;0,0;-6999;
2005;3;15;07;45;-2,7;3,4;64,3;45,1;0,5;239,0;-6999;0,0;-6999;
2005;3;15;08;00;-3,1;3,5;62,1;55,3;0,0;350,4;-6999;0,0;-6999;
2005;3;15;08;15;-3,3;3,8;59,6;60,9;0,0;361,9;-6999;0,0;-6999;
2005;3;15;08;30;-3,0;3,9;60,9;64,1;0,7;305,9;-6999;0,0;-6999;
2005;3;15;08;45;-2,8;4,1;60,7;91,3;2,1;303,2;-6999;0,0;-6999;
2005;3;15;09;00;-2,7;4,4;59,8;117,1;4,1;307,9;-6999;0,0;-6999;
2005;3;15;09;15;-2,7;4,8;58,2;147,6;1,2;293,0;-6999;0,0;-6999;
2005;3;15;09;30;-2,7;5,3;56,1;206,7;1,1;314,9;-6999;0,0;-6999;
2005;3;15;09;45;-2,7;6,0;53,7;444,6;1,4;329,1;-6999;0,0;-6999;
2005;3;15;10;00;-2,2;6,9;52,2;552,7;6,6;292,6;-6999;0,0;-6999;
2005;3;15;10;15;-1,5;7,5;52,8;580,1;7,5;293,4;-6999;0,0;-6999;
2005;3;15;10;30;-1,0;8,1;52,6;601,9;6,4;308,1;-6999;0,0;-6999;
2005;3;15;10;45;-0,7;8,4;52,7;623,7;6,5;315,3;-6999;0,0;-6999;
2005;3;15;11;00;-0,5;8,4;53,6;641,3;7,7;317,6;-6999;0,0;-6999;
2005;3;15;11;15;0,1;9,2;53,1;652,1;4,4;291,3;-6999;0,0;-6999;
2005;3;15;11;30;0,3;9,4;53,0;669,6;5,9;264,3;-6999;0,0;-6999;
2005;3;15;11;45;0,6;9,2;54,8;678,2;7,2;268,6;-6999;0,0;-6999;
2005;3;15;12;00;1,1;9,7;55,1;672,7;6,9;266,5;-6999;0,0;-6999;
2005;3;15;12;15;1,7;9,9;56,5;679,9;8,2;272,6;-6999;0,0;-6999;
2005;3;15;12;30;1,6;10,2;55,1;693,7;9,8;263,0;-6999;0,0;-6999;
2005;3;15;12;45;1,8;10,5;55,0;615,8;7,9;270,2;-6999;0,0;-6999;
2005;3;15;13;00;2,3;10,9;55,2;497,2;4,4;274,3;-6999;0,0;-6999;
2005;3;15;13;15;2,1;10,6;55,7;305,0;9,3;261,5;-6999;0,0;-6999;
2005;3;15;13;30;1,9;10,6;54,7;559,2;9,5;269,0;-6999;0,0;-6999;
2005;3;15;13;45;1,8;10,8;53,7;394,3;7,7;274,8;-6999;0,0;-6999;
2005;3;15;14;00;1,7;10,8;53,3;328,3;8,3;256,3;-6999;0,0;-6999;
2005;3;15;14;15;2,1;11,6;52,0;565,6;5,8;273,7;-6999;0,0;-6999;
2005;3;15;14;30;2,1;11,9;51,1;518,8;9,4;267,1;-6999;0,0;-6999;
2005;3;15;14;45;2,2;11,9;51,5;242,6;8,1;262,8;-6999;0,0;-6999;
2005;3;15;15;00;2,2;11,8;51,8;204,6;7,4;266,8;-6999;0,0;-6999;
2005;3;15;15;15;2,2;11,6;52,4;164,5;3,8;262,5;-6999;0,0;-6999;
2005;3;15;15;30;2,4;11,9;52,0;251,7;7,3;261,5;-6999;0,0;-6999;
2005;3;15;15;45;2,7;12,3;51,8;342,9;8,6;268,2;-6999;0,0;-6999;
2005;3;15;16;00;2,7;12,4;51,7;299,5;6,3;254,0;-6999;0,0;-6999;
2005;3;15;16;15;2,8;12,6;51,4;252,0;4,1;238,4;-6999;0,0;-6999;
2005;3;15;16;30;2,5;11,3;54,8;212,8;1,8;158,1;-6999;0,0;-6999;
2005;3;15;16;45;2,9;12,0;53,7;172,0;4,9;289,9;-6999;0,0;-6999;
2005;3;15;17;00;2,8;12,0;53,5;136,3;4,5;290,1;-6999;0,0;-6999;
2005;3;15;17;15;2,8;11,0;57,1;98,0;3,5;204,6;-6999;0,0;-6999;
2005;3;15;17;30;2,9;10,7;58,6;58,7;1,4;181,8;-6999;0,0;-6999;
2005;3;15;17;45;2,7;10,0;60,6;28,4;1,7;135,0;-6999;0,0;-6999;
2005;3;15;18;00;2,8;9,3;63,7;8,1;0,0;85,2;-6999;0,0;-6999;
2005;3;15;18;15;2,9;8,9;65,9;1,8;0,0;154,7;-6999;0,0;-6999;
2005;3;15;18;30;3,0;9,0;66,1;0,3;0,6;248,1;-6999;0,0;-6999;
2005;3;15;18;45;3,0;8,8;67,0;0,2;0,9;303,7;-6999;0,0;-6999;
2005;3;15;19;00;3,0;8,8;67,1;0,1;4,2;292,0;-6999;0,0;-6999;
2005;3;15;19;15;2,9;8,6;67,5;0,1;5,8;283,4;-6999;0,0;-6999;
2005;3;15;19;30;3,0;8,5;68,1;0,1;7,5;286,2;-6999;0,0;-6999;
2005;3;15;19;45;2,9;8,3;69,0;0,1;7,2;287,9;-6999;0,0;-6999;
2005;3;15;20;00;3,0;8,4;69,0;0,1;7,1;293,9;-6999;0,0;-6999;
2005;3;15;20;15;3,2;8,6;68,6;0,1;8,2;299,9;-6999;0,0;-6999;
2005;3;15;20;30;3,1;8,6;68,5;0,1;8,3;293,2;-6999;0,0;-6999;
2005;3;15;20;45;3,2;8,6;68,7;0,0;8,0;296,9;-6999;0,0;-6999;
2005;3;15;21;00;3,3;8,7;68,8;0,1;8,5;299,6;-6999;0,0;-6999;
2005;3;15;21;15;3,2;8,7;68,5;0,1;6,3;303,4;-6999;0,0;-6999;
2005;3;15;21;30;3,2;8,5;69,1;0,1;5,0;310,4;-6999;0,0;-6999;
2005;3;15;21;45;3,1;8,5;69,0;0,1;6,0;305,9;-6999;0,0;-6999;
2005;3;15;22;00;3,1;8,4;69,1;0,1;3,4;298,3;-6999;0,0;-6999;
2005;3;15;22;15;3,1;8,4;69,1;0,1;2,8;298,1;-6999;0,0;-6999;
2005;3;15;22;30;2,9;8,2;69,4;0,0;0,7;279,3;-6999;0,0;-6999;
2005;3;15;22;45;3,0;8,3;69,4;0,0;0,7;260,9;-6999;0,0;-6999;
2005;3;15;23;00;2,8;8,1;69,4;0,1;3,9;289,1;-6999;0,0;-6999;
2005;3;15;23;15;2,9;8,0;70,0;0,0;0,7;273,8;-6999;0,0;-6999;
2005;3;15;23;30;2,9;7,9;70,5;0,0;1,9;251,4;-6999;0,0;-6999;
2005;3;15;23;45;2,9;7,9;70,5;-0,1;1,5;254,9;-6999;0,0;-6999;
2005;3;15;24;00;2,9;7,7;71,8;0,0;0,0;275,1;-6999;0,0;-6999;
2005;3;16;00;15;3,0;7,9;71,3;0,1;2,2;311,4;-6999;0,0;-6999;
2005;3;16;00;30;3,0;7,8;71,7;-0,1;1,7;280,0;-6999;0,0;-6999;
2005;3;16;00;45;2,9;7,7;71,5;0,1;4,3;307,6;-6999;0,0;-6999;
2005;3;16;01;00;3,0;8,0;70,9;0,1;2,5;307,5;-6999;0,0;-6999;
2005;3;16;01;15;3,1;8,1;70,8;0,1;0,6;318,9;-6999;0,0;-6999;
2005;3;16;01;30;3,0;8,0;70,7;-0,1;0,2;291,6;-6999;0,0;-6999;
2005;3;16;01;45;2,8;7,5;72,3;-0,2;0,1;208,7;-6999;0,0;-6999;
2005;3;16;02;00;2,7;7,1;73,6;-0,1;0,0;130,1;-6999;0,0;-6999;
2005;3;16;02;15;2,4;6,0;77,6;-0,2;4,1;103,8;-6999;0,0;-6999;
2005;3;16;02;30;2,3;5,4;80,6;-0,2;4,0;115,7;-6999;0,0;-6999;
2005;3;16;02;45;2,2;5,0;82,1;-0,1;3,7;140,6;-6999;0,0;-6999;
2005;3;16;03;00;2,6;5,9;79,5;-0,3;2,4;158,2;-6999;0,0;-6999;
2005;3;16;03;15;3,1;7,1;75,7;-0,1;0,0;258,0;-6999;0,0;-6999;
2005;3;16;03;30;3,1;7,6;72,9;0,0;0,4;300,8;-6999;0,0;-6999;
2005;3;16;03;45;3,1;8,2;70,4;0,0;8,1;300,1;-6999;0,0;-6999;
2005;3;16;04;00;3,2;8,8;67,9;0,0;10,0;294,6;-6999;0,0;-6999;
2005;3;16;04;15;3,3;9,1;66,8;-0,1;11,8;297,6;-6999;0,0;-6999;
2005;3;16;04;30;3,2;9,2;66,2;-0,1;11,8;295,4;-6999;0,0;-6999;
2005;3;16;04;45;3,0;8,9;66,6;-0,1;9,0;296,5;-6999;0,0;-6999;
2005;3;16;05;00;2,8;7,9;70,1;-0,1;4,5;299,4;-6999;0,0;-6999;
2005;3;16;05;15;3,1;8,6;68,1;0,0;7,7;289,3;-6999;0,0;-6999;
2005;3;16;05;30;3,0;8,7;67,5;0,0;10,8;285,8;-6999;0,0;-6999;
2005;3;16;05;45;2,8;8,7;66,6;0,1;10,5;283,8;-6999;0,0;-6999;
2005;3;16;06;00;2,9;8,8;66,3;0,7;10,6;280,2;-6999;0,0;-6999;
2005;3;16;06;15;2,8;8,6;67,0;4,1;10,3;283,2;-6999;0,0;-6999;
2005;3;16;06;30;2,8;8,6;67,0;14,2;7,8;290,0;-6999;0,0;-6999;
2005;3;16;06;45;2,7;8,8;65,6;45,4;7,4;291,4;-6999;0,0;-6999;
2005;3;16;07;00;2,7;9,4;62,8;87,9;7,2;296,6;-6999;0,0;-6999;
2005;3;16;07;15;2,6;10,0;60,1;110,3;8,2;298,2;-6999;0,0;-6999;
2005;3;16;07;30;2,5;10,4;58,1;147,5;5,4;285,8;-6999;0,0;-6999;
2005;3;16;07;45;2,4;10,6;57,0;149,9;7,8;284,9;-6999;0,0;-6999;
2005;3;16;08;00;2,3;10,6;56,6;245,8;8,3;291,1;-6999;0,0;-6999;
2005;3;16;08;15;2,4;10,7;56,5;272,0;5,8;294,1;-6999;0,0;-6999;
2005;3;16;08;30;2,6;11,5;54,3;250,0;7,4;291,5;-6999;0,0;-6999;
2005;3;16;08;45;2,8;12,2;52,7;400,9;5,8;284,0;-6999;0,0;-6999;
2005;3;16;09;00;3,2;12,7;52,3;450,0;8,6;281,1;-6999;0,0;-6999;
2005;3;16;09;15;3,2;12,9;51,8;483,0;9,0;286,3;-6999;0,0;-6999;
2005;3;16;09;30;3,4;13,3;51,0;529,6;9,0;284,9;-6999;0,0;-6999;
2005;3;16;09;45;3,4;13,6;50,1;505,7;10,0;305,5;-6999;0,0;-6999;
2005;3;16;10;00;3,5;13,8;49,7;497,8;9,2;285,2;-6999;0,0;-6999;
2005;3;16;10;15;3,3;13,8;49,2;563,4;9,7;291,8;-6999;0,0;-6999;
2005;3;16;10;30;3,5;14,2;48,5;617,1;10,7;300,5;-6999;0,0;-6999;
2005;3;16;10;45;3,8;14,8;47,5;635,7;6,6;303,2;-6999;0,0;-6999;
2005;3;16;11;00;3,9;14,8;47,9;644,9;11,0;286,1;-6999;0,0;-6999;
2005;3;16;11;15;4,3;15,4;47,4;672,5;8,2;288,9;-6999;0,0;-6999;
2005;3;16;11;30;4,0;15,1;47,4;681,7;13,6;269,7;-6999;0,0;-6999;
2005;3;16;11;45;4,0;15,0;47,7;687,2;14,0;276,4;-6999;0,0;-6999;
2005;3;16;12;00;3,9;15,0;47,3;686,9;15,1;269,7;-6999;0,0;-6999;
2005;3;16;12;15;4,1;15,2;47,4;694,8;14,4;276,0;-6999;0,0;-6999;
2005;3;16;12;30;4,3;15,1;48,4;699,6;17,8;267,8;-6999;0,0;-6999;
2005;3;16;12;45;4,8;15,4;49,2;662,9;15,6;267,7;-6999;0,0;-6999;
2005;3;16;13;00;4,9;15,4;49,4;662,3;16,6;268,7;-6999;0,0;-6999;
2005;3;16;13;15;5,0;15,4;49,9;614,3;18,4;274,9;-6999;0,0;-6999;
2005;3;16;13;30;5,2;15,6;49,8;597,6;16,0;281,6;-6999;0,0;-6999;
2005;3;16;13;45;5,3;15,7;49,8;527,0;15,5;285,9;-6999;0,0;-6999;
2005;3;16;14;00;5,4;16,0;49,5;507,5;13,3;286,9;-6999;0,0;-6999;
2005;3;16;14;15;5,6;16,3;49,1;499,1;12,3;276,4;-6999;0,0;-6999;
2005;3;16;14;30;5,4;16,1;49,2;515,5;15,1;279,7;-6999;0,0;-6999;
2005;3;16;14;45;5,5;16,4;48,6;517,4;12,9;282,9;-6999;0,0;-6999;
2005;3;16;15;00;5,6;16,4;48,7;490,5;14,4;280,5;-6999;0,0;-6999;
2005;3;16;15;15;5,5;16,4;48,6;450,9;14,9;281,5;-6999;0,0;-6999;
2005;3;16;15;30;5,7;16,5;48,8;411,9;11,9;285,0;-6999;0,0;-6999;
2005;3;16;15;45;5,7;16,3;49,6;379,5;14,9;284,1;-6999;0,0;-6999;
2005;3;16;16;00;5,8;16,3;49,8;336,0;12,4;285,5;-6999;0,0;-6999;
2005;3;16;16;15;6,0;16,3;50,4;291,2;8,4;299,4;-6999;0,0;-6999;
2005;3;16;16;30;6,1;16,1;51,3;246,4;8,7;297,4;-6999;0,0;-6999;
2005;3;16;16;45;6,0;15,8;52,1;194,3;8,5;307,1;-6999;0,0;-6999;
2005;3;16;17;00;6,0;15,6;52,9;148,1;8,2;313,1;-6999;0,0;-6999;
2005;3;16;17;15;6,3;15,7;53,6;92,5;2,2;292,0;-6999;0,0;-6999;
2005;3;16;17;30;6,0;15,2;54,3;70,7;1,9;306,1;-6999;0,0;-6999;
2005;3;16;17;45;6,0;14,7;55,8;32,0;1,4;300,2;-6999;0,0;-6999;
2005;3;16;18;00;5,9;14,1;57,6;8,1;3,6;284,2;-6999;0,0;-6999;
2005;3;16;18;15;5,9;13,6;59,5;2,1;6,3;282,5;-6999;0,0;-6999;
2005;3;16;18;30;5,8;13,3;60,6;0,3;9,5;273,9;-6999;0,0;-6999;
2005;3;16;18;45;5,8;13,1;61,3;0,0;9,1;279,5;-6999;0,0;-6999;
2005;3;16;19;00;5,7;12,9;61,6;-0,1;9,3;280,4;-6999;0,0;-6999;
2005;3;16;19;15;5,8;13,1;61,2;-0,1;10,7;290,4;-6999;0,0;-6999;
2005;3;16;19;30;5,7;13,2;60,4;0,0;11,8;288,4;-6999;0,0;-6999;
2005;3;16;19;45;5,7;13,1;60,8;-0,2;10,2;288,0;-6999;0,0;-6999;
2005;3;16;20;00;5,7;13,1;60,8;0,0;9,4;293,1;-6999;0,0;-6999;
2005;3;16;20;15;5,5;13,0;60,3;-0,1;7,6;288,7;-6999;0,0;-6999;
2005;3;16;20;30;5,2;13,0;59,2;0,0;8,4;268,4;-6999;0,0;-6999;
2005;3;16;20;45;5,0;13,1;57,7;0,0;8,1;287,7;-6999;0,0;-6999;
2005;3;16;21;00;4,8;13,3;56,3;-0,1;9,8;289,8;-6999;0,0;-6999;
2005;3;16;21;15;4,6;13,0;56,6;-0,1;7,3;270,7;-6999;0,0;-6999;
2005;3;16;21;30;4,3;12,8;56,3;-0,1;8,0;271,7;-6999;0,0;-6999;
2005;3;16;21;45;4,1;12,7;55,7;-0,2;8,1;269,7;-6999;0,0;-6999;
2005;3;16;22;00;3,8;12,0;57,2;0,0;4,7;258,2;-6999;0,0;-6999;
2005;3;16;22;15;4,2;11,0;62,7;-0,2;0,0;222,2;-6999;0,0;-6999;
2005;3;16;22;30;3,9;11,1;61,1;-0,1;0,0;263,1;-6999;0,0;-6999;
2005;3;16;22;45;3,3;11,8;56,1;0,1;4,3;295,6;-6999;0,0;-6999;
2005;3;16;23;00;3,0;11,9;54,5;0,0;5,8;287,8;-6999;0,0;-6999;
2005;3;16;23;15;2,9;12,2;52,9;0,0;6,4;295,3;-6999;0,0;-6999;
2005;3;16;23;30;2,7;12,5;51,4;0,1;6,5;298,4;-6999;0,0;-6999;
2005;3;16;23;45;2,7;12,9;49,9;0,0;6,7;294,4;-6999;0,0;-6999;
2005;3;16;24;00;2,5;12,9;49,3;0,0;5,2;298,6;-6999;0,0;-6999;
2005;3;17;00;15;2,5;13,0;49,0;0,1;7,4;301,2;-6999;0,0;-6999;
2005;3;17;00;30;2,4;12,8;49,3;-0,1;8,3;297,2;-6999;0,0;-6999;
2005;3;17;00;45;2,5;12,5;50,6;0,1;8,4;298,0;-6999;0,0;-6999;
2005;3;17;01;00;2,6;12,3;51,5;0,0;8,5;297,3;-6999;0,0;-6999;
2005;3;17;01;15;2,7;12,4;51,5;0,0;9,7;292,2;-6999;0,0;-6999;
2005;3;17;01;30;2,6;12,0;52,5;-0,1;9,6;290,3;-6999;0,0;-6999;
2005;3;17;01;45;2,6;11,7;53,7;-0,1;9,7;294,5;-6999;0,0;-6999;
2005;3;17;02;00;2,5;11,6;53,4;0,0;10,9;295,7;-6999;0,0;-6999;
2005;3;17;02;15;2,5;11,7;53,2;-0,1;11,5;288,0;-6999;0,0;-6999;
2005;3;17;02;30;2,6;11,7;53,8;-0,1;12,5;286,9;-6999;0,0;-6999;
2005;3;17;02;45;2,5;11,6;53,5;-0,1;14,0;280,6;-6999;0,0;-6999;
2005;3;17;03;00;2,3;11,5;53,2;-0,1;13,6;281,6;-6999;0,0;-6999;
2005;3;17;03;15;2,1;11,5;52,4;-0,1;12,5;280,3;-6999;0,0;-6999;
2005;3;17;03;30;2,0;11,4;52,4;-0,1;13,7;281,5;-6999;0,0;-6999;
2005;3;17;03;45;2,0;11,4;52,5;-0,1;12,4;285,2;-6999;0,0;-6999;
2005;3;17;04;00;1,8;11,4;51,7;-0,1;11,9;283,2;-6999;0,0;-6999;
2005;3;17;04;15;1,7;11,3;51,5;-0,1;11,3;283,7;-6999;0,0;-6999;
2005;3;17;04;30;1,5;11,4;50,6;-0,1;12,3;286,0;-6999;0,0;-6999;
2005;3;17;04;45;1,4;11,6;49,7;0,0;12,5;283,5;-6999;0,0;-6999;
2005;3;17;05;00;1,3;11,6;49,2;-0,1;11,3;285,6;-6999;0,0;-6999;
2005;3;17;05;15;1,3;11,4;49,7;-0,1;11,4;287,9;-6999;0,0;-6999;
2005;3;17;05;30;1,3;11,1;50,8;0,0;12,9;281,9;-6999;0,0;-6999;
2005;3;17;05;45;1,2;11,0;50,9;0,0;11,7;283,4;-6999;0,0;-6999;
2005;3;17;06;00;1,0;11,1;49,7;1,3;14,0;282,1;-6999;0,0;-6999;
2005;3;17;06;15;0,9;11,2;49,0;5,1;14,2;278,4;-6999;0,0;-6999;
2005;3;17;06;30;0,7;11,2;48,5;19,0;12,0;267,2;-6999;0,0;-6999;
2005;3;17;06;45;0,5;11,5;46,8;56,1;10,0;278,2;-6999;0,0;-6999;
2005;3;17;07;00;0,3;11,6;45,9;45,0;11,1;267,0;-6999;0,0;-6999;
2005;3;17;07;15;0,4;11,3;47,1;69,4;11,1;270,9;-6999;0,0;-6999;
2005;3;17;07;30;0,5;11,3;47,2;129,5;12,1;270,7;-6999;0,0;-6999;
2005;3;17;07;45;0,6;11,3;47,8;227,6;13,1;257,1;-6999;0,0;-6999;
