"year";"month";"day";"hour MEZ";"min";"dewpoint temperature (degree C)";"air temperature (degree C)";"relative humidity (%)";"global radiation (W m^(-2))";"wind speed (km/h)";"wind direction (degree)";"wind speed - gust (km/h)";"precipitation (10^(-1) mm)";"air pressure (hPa)"
2005;4;3;18;30;-1,8;13,6;34,4;6,0;8,3;131,2;-6999;0,0;997,0
2005;4;3;18;45;-1,8;13,4;35,0;1,8;8,2;131,3;-6999;0,0;997,0
2005;4;3;19;00;-1,7;13,2;35,6;-0,3;6,2;129,7;-6999;0,0;997,0
2005;4;3;19;15;-1,7;12,9;36,4;-0,6;5,5;133,9;-6999;0,0;997,0
2005;4;3;19;30;-1,6;12,7;37,1;-0,6;6,1;135,9;-6999;0,0;997,0
2005;4;3;19;45;-1,5;12,6;37,6;-0,6;6,1;136,2;-6999;0,0;998,0
2005;4;3;20;00;-1,5;12,4;38,1;-0,7;6,1;130,4;-6999;0,0;998,0
2005;4;3;20;15;-1,4;12,0;39,5;-0,6;4,7;128,0;-6999;0,0;998,0
2005;4;3;20;30;-1,3;12,0;39,8;-0,8;6,5;144,7;-6999;0,0;998,0
2005;4;3;20;45;-1,3;11,9;39,8;-0,6;6,9;143,4;-6999;0,0;998,0
2005;4;3;21;00;-1,3;11,8;40,2;-0,7;7,4;152,3;-6999;0,0;998,0
2005;4;3;21;15;-1,1;11,8;40,8;-0,7;7,5;152,3;-6999;0,0;998,0
2005;4;3;21;30;-1,0;11,6;41,5;-0,7;5,5;157,5;-6999;0,0;998,0
2005;4;3;21;45;-0,9;11,4;42,5;-0,7;3,3;157,7;-6999;0,0;998,0
2005;4;3;22;00;-0,9;11,0;43,6;-0,6;4,3;172,4;-6999;0,0;998,0
2005;4;3;22;15;-0,8;10,5;45,4;-0,6;2,6;187,3;-6999;0,0;998,0
2005;4;3;22;30;-0,9;10,1;46,5;-0,5;1,2;198,2;-6999;0,0;998,0
2005;4;3;22;45;-0,8;9,8;47,7;-0,5;0,1;200,9;-6999;0,0;998,0
2005;4;3;23;00;-0,9;9,4;48,7;-0,5;0,0;203,1;-6999;0,0;998,0
2005;4;3;23;15;-0,8;9,6;48,3;-0,5;0,1;186,7;-6999;0,0;998,0
2005;4;3;23;30;-0,9;9,3;49,0;-0,2;0,0;238,8;-6999;0,0;998,0
2005;4;3;23;45;-0,8;9,1;49,8;-0,1;0,2;234,8;-6999;0,0;998,0
2005;4;3;24;00;-0,9;8,9;50,1;-0,5;0,0;183,3;-6999;0,0;998,0
2005;4;4;00;15;-0,9;8,6;51,3;-0,6;0,0;151,2;-6999;0,0;998,0
2005;4;4;00;30;-0,7;8,5;52,3;-0,5;0,0;98,5;-6999;0,0;998,0
2005;4;4;00;45;-0,7;8,4;52,9;-0,6;0,0;111,7;-6999;0,0;998,0
2005;4;4;01;00;-0,7;8,4;52,6;-0,6;0,0;161,9;-6999;0,0;998,0
2005;4;4;01;15;-0,8;7,9;54,0;-0,4;0,0;211,3;-6999;0,0;998,0
2005;4;4;01;30;-0,8;7,9;54,2;-0,5;0,0;187,5;-6999;0,0;998,0
2005;4;4;01;45;-0,8;8,0;53,9;-0,5;0,2;196,4;-6999;0,0;998,0
2005;4;4;02;00;-0,8;7,8;54,6;-0,4;0,5;166,6;-6999;0,0;998,0
2005;4;4;02;15;-0,6;7,7;55,6;-0,7;0,1;120,7;-6999;0,0;998,0
2005;4;4;02;30;-0,6;7,6;56,2;-0,7;0,4;133,9;-6999;0,0;998,0
2005;4;4;02;45;-0,6;7,4;56,8;-0,7;1,1;131,8;-6999;0,0;998,0
2005;4;4;03;00;-0,6;7,1;57,9;-0,6;0,2;133,7;-6999;0,0;998,0
2005;4;4;03;15;-0,5;6,8;59,7;-0,3;0,0;85,3;-6999;0,0;998,0
2005;4;4;03;30;-0,5;6,5;61,0;-0,6;0,0;88,1;-6999;0,0;998,0
2005;4;4;03;45;-0,6;6,0;62,6;-0,5;0,0;102,0;-6999;0,0;998,0
2005;4;4;04;00;-0,6;5,9;63,1;0,1;0,0;294,6;-6999;0,0;998,0
2005;4;4;04;15;-0,6;5,7;63,8;0,2;0,0;223,8;-6999;0,0;998,0
2005;4;4;04;30;-0,5;5,8;64,0;0,1;0,0;326,2;-6999;0,0;998,0
2005;4;4;04;45;-0,4;6,3;62,3;-0,5;0,0;162,1;-6999;0,0;998,0
2005;4;4;05;00;-0,6;5,9;63,1;-0,6;0,0;159,3;-6999;0,0;998,0
2005;4;4;05;15;-0,6;5,4;65,4;0,5;0,0;170,1;-6999;0,0;998,0
2005;4;4;05;30;-0,5;5,0;67,7;2,7;0,0;153,7;-6999;0,0;998,0
2005;4;4;05;45;-0,1;5,0;69,4;10,9;0,0;80,2;-6999;0,0;998,0
2005;4;4;06;00;-0,2;4,5;71,3;35,7;0,0;70,5;-6999;0,0;998,0
2005;4;4;06;15;0,1;5,0;70,6;69,3;0,0;94,4;-6999;0,0;998,0
2005;4;4;06;30;0,1;5,7;67,3;106,8;0,1;100,5;-6999;0,0;998,0
2005;4;4;06;45;0,0;6,3;64,1;148,8;1,0;115,3;-6999;0,0;998,0
2005;4;4;07;00;-0,4;6,8;59,9;193,8;0,5;115,6;-6999;0,0;998,0
2005;4;4;07;15;-0,4;6,9;59,8;240,0;2,5;127,3;-6999;0,0;998,0
2005;4;4;07;30;-0,5;7,3;57,7;285,5;3,9;119,4;-6999;0,0;999,0
2005;4;4;07;45;-0,4;7,6;57,0;333,2;5,2;121,5;-6999;0,0;999,0
2005;4;4;08;00;-0,2;8,2;55,6;377,9;3,9;134,5;-6999;0,0;999,0
2005;4;4;08;15;0,1;9,1;53,2;419,2;2,8;141,4;-6999;0,0;999,0
2005;4;4;08;30;0,2;9,5;52,1;459,4;5,0;124,4;-6999;0,0;999,0
2005;4;4;08;45;0,2;10,1;50,1;501,9;7,9;151,9;-6999;0,0;999,0
2005;4;4;09;00;0,6;11,3;47,8;539,7;6,4;133,5;-6999;0,0;999,0
2005;4;4;09;15;1,1;12,2;46,5;575,6;5,4;146,1;-6999;0,0;999,0
2005;4;4;09;30;1,5;13,0;45,6;597,7;4,4;154,6;-6999;0,0;999,0
2005;4;4;09;45;1,2;13,2;43,8;623,5;9,3;177,3;-6999;0,0;999,0
2005;4;4;10;00;1,1;14,3;40,5;658,1;8,5;161,8;-6999;0,0;998,0
2005;4;4;10;15;-0,5;14,6;35,5;688,6;14,3;157,1;-6999;0,0;998,0
2005;4;4;10;30;-0,2;14,8;35,9;706,0;11,9;164,1;-6999;0,0;998,0
2005;4;4;10;45;0,2;15,1;36,2;716,0;12,3;162,3;-6999;0,0;998,0
2005;4;4;11;00;0,6;15,1;37,2;733,0;12,6;157,2;-6999;0,0;998,0
2005;4;4;11;15;0,7;15,4;36,9;753,0;12,7;139,4;-6999;0,0;998,0
2005;4;4;11;30;1,1;15,7;37,1;756,0;13,0;158,4;-6999;0,0;998,0
2005;4;4;11;45;-0,2;15,9;33,3;765,0;14,9;156,4;-6999;0,0;998,0
2005;4;4;12;00;-1,3;16,4;29,9;769,0;12,2;142,9;-6999;0,0;998,0
2005;4;4;12;15;-1,3;16,9;28,8;772,0;10,9;157,3;-6999;0,0;997,0
2005;4;4;12;30;-1,4;16,9;28,7;767,0;12,8;146,8;-6999;0,0;997,0
2005;4;4;12;45;-1,5;17,0;28,2;769,0;13,4;154,0;-6999;0,0;997,0
2005;4;4;13;00;-1,8;16,9;27,9;752,0;14,6;142,4;-6999;0,0;997,0
2005;4;4;13;15;-1,7;17,1;27,8;736,0;12,8;143,2;-6999;0,0;997,0
2005;4;4;13;30;-1,9;16,9;27,6;719,0;15,0;158,5;-6999;0,0;997,0
2005;4;4;13;45;-1,7;17,3;27,4;695,2;12,7;149,5;-6999;0,0;997,0
2005;4;4;14;00;-1,1;17,4;28,4;669,8;12,3;150,3;-6999;0,0;997,0
2005;4;4;14;15;-0,8;17,2;29,4;641,2;15,5;149,9;-6999;0,0;997,0
2005;4;4;14;30;-0,9;17,2;29,1;620,2;14,0;151,0;-6999;0,0;996,0
2005;4;4;14;45;-0,9;17,1;29,3;585,5;16,1;141,2;-6999;0,0;996,0
2005;4;4;15;00;-1,2;17,0;29,0;553,7;16,3;141,3;-6999;0,0;996,0
2005;4;4;15;15;-1,0;17,5;28,4;515,4;11,7;159,6;-6999;0,0;996,0
2005;4;4;15;30;-1,0;17,4;28,6;466,7;13,8;147,4;-6999;0,0;996,0
2005;4;4;15;45;-1,3;17,2;28,4;425,8;12,7;149,1;-6999;0,0;996,0
2005;4;4;16;00;-1,8;17,0;27,7;387,3;14,5;139,8;-6999;0,0;996,0
2005;4;4;16;15;-1,8;17,0;27,6;342,8;13,4;142,7;-6999;0,0;996,0
2005;4;4;16;30;-1,8;16,9;27,9;295,5;13,2;153,8;-6999;0,0;996,0
2005;4;4;16;45;-1,6;16,7;28,7;251,6;15,1;150,3;-6999;0,0;996,0
2005;4;4;17;00;-1,3;16,6;29,5;207,3;10,6;147,4;-6999;0,0;996,0
2005;4;4;17;15;-1,2;16,3;30,2;163,8;13,7;143,4;-6999;0,0;996,0
2005;4;4;17;30;-1,1;16,3;30,4;122,9;10,2;149,1;-6999;0,0;996,0
2005;4;4;17;45;-1,4;15,9;30,6;83,5;12,8;149,3;-6999;0,0;996,0
2005;4;4;18;00;-1,3;15,6;31,4;48,5;11,2;143,8;-6999;0,0;996,0
2005;4;4;18;15;-1,2;15,3;32,2;21,8;10,2;149,9;-6999;0,0;996,0
2005;4;4;18;30;-1,2;15,0;32,9;6,1;11,5;147,6;-6999;0,0;996,0
2005;4;4;18;45;-1,2;14,8;33,4;1,7;9,7;144,9;-6999;0,0;996,0
2005;4;4;19;00;-1,4;14,5;33,5;-0,2;11,6;145,7;-6999;0,0;996,0
2005;4;4;19;15;-1,5;14,2;33,9;-0,6;11,4;147,1;-6999;0,0;996,0
2005;4;4;19;30;-1,4;13,9;34,8;-0,6;10,3;147,4;-6999;0,0;996,0
2005;4;4;19;45;-1,3;13,8;35,3;-0,7;9,7;150,2;-6999;0,0;996,0
2005;4;4;20;00;-1,3;13,6;35,7;-0,6;9,6;152,7;-6999;0,0;996,0
2005;4;4;20;15;-1,4;13,4;35,9;-0,7;7,6;164,3;-6999;0,0;996,0
2005;4;4;20;30;-1,4;13,1;36,5;-0,7;7,7;167,5;-6999;0,0;996,0
2005;4;4;20;45;-1,4;12,9;37,0;-0,7;8,3;174,6;-6999;0,0;996,0
2005;4;4;21;00;-1,4;12,6;37,9;-0,6;7,7;169,8;-6999;0,0;996,0
2005;4;4;21;15;-1,5;12,2;38,7;-0,6;9,3;172,0;-6999;0,0;996,0
2005;4;4;21;30;-1,5;11,7;39,8;-0,8;9,0;167,8;-6999;0,0;996,0
2005;4;4;21;45;-1,5;11,4;40,6;-0,7;5,8;173,9;-6999;0,0;996,0
2005;4;4;22;00;-1,5;11,3;40,8;-0,6;4,4;176,9;-6999;0,0;996,0
2005;4;4;22;15;-1,6;11,1;41,1;-0,6;2,8;193,6;-6999;0,0;996,0
2005;4;4;22;30;-1,6;10,9;41,8;-0,6;4,8;203,4;-6999;0,0;996,0
2005;4;4;22;45;-1,6;10,7;42,3;-0,6;5,5;192,0;-6999;0,0;996,0
2005;4;4;23;00;-1,6;10,6;42,5;-0,5;5,7;193,3;-6999;0,0;996,0
2005;4;4;23;15;-1,6;10,3;43,4;-0,5;4,2;212,8;-6999;0,0;996,0
2005;4;4;23;30;-1,5;9,9;44,9;-0,4;3,5;223,0;-6999;0,0;996,0
2005;4;4;23;45;-1,5;9,7;45,5;-0,4;2,9;220,4;-6999;0,0;996,0
2005;4;4;24;00;-1,6;9,6;45,6;-0,2;2,1;223,8;-6999;0,0;996,0
2005;4;5;00;15;-1,6;9,6;45,5;-0,4;4,9;224,3;-6999;0,0;996,0
2005;4;5;00;30;-1,5;9,4;46,6;-0,5;2,1;222,9;-6999;0,0;996,0
2005;4;5;00;45;-1,5;9,1;47,3;-0,2;1,3;237,8;-6999;0,0;996,0
2005;4;5;01;00;-1,5;9,2;47,2;-0,1;0,0;239,1;-6999;0,0;996,0
2005;4;5;01;15;-1,5;9,4;46,5;-0,2;0,0;209,1;-6999;0,0;995,0
2005;4;5;01;30;-1,4;9,1;47,9;-0,5;0,2;214,9;-6999;0,0;995,0
2005;4;5;01;45;-1,3;9,0;48,4;-0,2;1,3;220,5;-6999;0,0;995,0
2005;4;5;02;00;-1,3;8,9;48,9;-0,2;1,3;215,0;-6999;0,0;995,0
2005;4;5;02;15;-1,1;8,8;49,7;-0,1;1,2;224,8;-6999;0,0;995,0
2005;4;5;02;30;-1,1;8,7;50,2;-0,2;1,2;230,6;-6999;0,0;995,0
2005;4;5;02;45;-1,1;8,6;50,5;-0,3;0,7;246,4;-6999;0,0;995,0
2005;4;5;03;00;-1,0;8,7;50,5;0,0;0,6;247,3;-6999;0,0;995,0
2005;4;5;03;15;-1,0;8,6;51,0;-0,4;0,0;247,3;-6999;0,0;995,0
2005;4;5;03;30;-0,8;8,8;50,9;0,1;0,0;297,9;-6999;0,0;995,0
2005;4;5;03;45;-0,9;8,6;51,1;0,3;0,0;312,0;-6999;0,0;995,0
2005;4;5;04;00;-0,9;8,4;52,0;0,2;0,0;312,1;-6999;0,0;995,0
2005;4;5;04;15;-1,0;8,0;52,9;0,1;0,0;312,0;-6999;0,0;995,0
2005;4;5;04;30;-0,9;8,3;52,3;0,2;0,0;312,0;-6999;0,0;995,0
2005;4;5;04;45;-0,9;8,3;52,2;0,2;0,0;323,6;-6999;0,0;995,0
2005;4;5;05;00;-1,1;7,8;53,2;0,1;0,1;333,0;-6999;0,0;995,0
2005;4;5;05;15;-1,1;7,1;56,1;0,8;0,0;156,4;-6999;0,0;995,0
2005;4;5;05;30;-1,0;6,8;57,5;3,2;0,1;150,3;-6999;0,0;995,0
2005;4;5;05;45;-1,0;6,4;59,0;13,1;0,0;137,4;-6999;0,0;995,0
2005;4;5;06;00;-0,9;6,3;59,8;33,5;0,0;176,3;-6999;0,0;995,0
2005;4;5;06;15;-0,8;6,2;61,0;63,8;0,0;339,1;-6999;0,0;995,0
2005;4;5;06;30;-0,4;6,9;59,5;101,2;0,0;272,2;-6999;0,0;995,0
2005;4;5;06;45;-0,1;7,3;59,3;141,0;0,0;64,3;-6999;0,0;995,0
2005;4;5;07;00;0,3;7,6;59,8;184,0;0,0;83,0;-6999;0,0;996,0
2005;4;5;07;15;0,4;7,7;59,7;223,3;0,0;85,7;-6999;0,0;996,0
2005;4;5;07;30;0,6;7,8;60,4;266,8;0,4;83,5;-6999;0,0;996,0
2005;4;5;07;45;0,6;8,1;59,1;309,8;0,0;45,1;-6999;0,0;996,0
2005;4;5;08;00;0,9;9,6;54,7;350,1;0,0;83,0;-6999;0,0;996,0
2005;4;5;08;15;0,9;9,5;55,0;389,5;0,4;94,9;-6999;0,0;996,0
2005;4;5;08;30;1,1;10,3;52,8;429,2;0,8;95,8;-6999;0,0;996,0
2005;4;5;08;45;1,0;10,7;51,2;464,5;0,9;145,0;-6999;0,0;996,0
2005;4;5;09;00;1,1;10,9;50,6;502,5;2,9;119,9;-6999;0,0;996,0
2005;4;5;09;15;1,3;11,6;49,2;534,2;2,1;115,6;-6999;0,0;996,0
2005;4;5;09;30;1,3;12,2;47,3;561,6;0,7;103,1;-6999;0,0;996,0
2005;4;5;09;45;1,5;12,6;46,6;587,4;2,4;96,1;-6999;0,0;996,0
2005;4;5;10;00;1,5;12,8;46,0;619,0;3,9;106,3;-6999;0,0;996,0
2005;4;5;10;15;1,7;13,6;44,3;643,3;4,1;82,3;-6999;0,0;996,0
2005;4;5;10;30;1,5;14,1;42,3;662,8;4,6;101,4;-6999;0,0;996,0
2005;4;5;10;45;1,6;14,6;41,3;680,0;4,5;108,8;-6999;0,0;996,0
2005;4;5;11;00;1,5;14,4;41,5;693,8;4,9;98,9;-6999;0,0;996,0
2005;4;5;11;15;1,8;14,8;41,3;706,0;4,2;105,5;-6999;0,0;996,0
2005;4;5;11;30;2,1;15,4;40,8;717,0;4,9;89,4;-6999;0,0;996,0
2005;4;5;11;45;2,0;15,7;39,7;724,0;5,3;100,2;-6999;0,0;996,0
2005;4;5;12;00;2,3;16,1;39,3;729,0;5,3;116,0;-6999;0,0;996,0
2005;4;5;12;15;2,2;16,5;38,2;729,0;4,1;114,4;-6999;0,0;996,0
2005;4;5;12;30;2,1;16,7;37,5;733,0;4,4;108,8;-6999;0,0;996,0
2005;4;5;12;45;2,3;17,1;36,9;721,0;3,8;98,9;-6999;0,0;995,0
2005;4;5;13;00;2,2;17,5;35,8;710,0;4,8;108,1;-6999;0,0;995,0
2005;4;5;13;15;2,4;18,0;35,2;680,0;2,4;128,7;-6999;0,0;995,0
2005;4;5;13;30;2,0;17,8;34,6;669,2;4,7;97,2;-6999;0,0;995,0
2005;4;5;13;45;2,2;18,0;34,6;606,8;3,7;86,6;-6999;0,0;995,0
2005;4;5;14;00;2,1;18,2;34,0;512,8;3,8;116,3;-6999;0,0;995,0
2005;4;5;14;15;2,2;18,8;32,9;475,3;2,5;118,2;-6999;0,0;995,0
2005;4;5;14;30;2,0;18,6;33,0;358,1;3,3;102,5;-6999;0,0;994,0
2005;4;5;14;45;1,5;18,1;32,8;342,8;3,3;83,9;-6999;0,0;994,0
2005;4;5;15;00;1,2;18,3;31,8;335,7;4,7;111,3;-6999;0,0;994,0
2005;4;5;15;15;1,1;18,5;31,0;434,6;2,9;99,0;-6999;0,0;994,0
2005;4;5;15;30;0,7;18,9;29,5;450,7;1,1;133,0;-6999;0,0;994,0
2005;4;5;15;45;0,4;19,1;28,4;298,2;0,5;136,5;-6999;0,0;994,0
2005;4;5;16;00;0,3;18,6;29,1;214,5;1,7;144,0;-6999;0,0;994,0
2005;4;5;16;15;0,4;18,3;29,9;111,2;4,3;112,6;-6999;0,0;994,0
2005;4;5;16;30;0,1;18,2;29,4;137,0;2,8;117,9;-6999;0,0;994,0
2005;4;5;16;45;0,0;18,3;29,1;157,4;3,2;124,7;-6999;0,0;994,0
2005;4;5;17;00;-0,2;18,5;28,3;186,5;3,5;114,2;-6999;0,0;994,0
2005;4;5;17;15;-0,4;18,3;28,3;116,8;1,8;126,8;-6999;0,0;994,0
2005;4;5;17;30;-0,1;18,1;29,2;98,1;1,7;132,0;-6999;0,0;994,0
2005;4;5;17;45;0,0;17,9;29,9;56,2;3,2;163,2;-6999;0,0;994,0
2005;4;5;18;00;-0,1;17,7;29,9;39,4;3,8;158,0;-6999;0,0;994,0
2005;4;5;18;15;-0,2;17,5;30,2;14,6;2,8;153,4;-6999;0,0;994,0
2005;4;5;18;30;0,1;17,4;31,0;3,8;2,0;167,0;-6999;0,0;994,0
2005;4;5;18;45;0,3;17,3;31,7;1,1;1,7;172,7;-6999;0,0;994,0
2005;4;5;19;00;0,5;16,8;33,2;-0,4;0,3;205,1;-6999;0,0;994,0
2005;4;5;19;15;0,8;16,5;34,6;-0,4;0,0;202,0;-6999;0,0;994,0
2005;4;5;19;30;1,2;15,7;37,3;-0,4;3,8;226,8;-6999;0,0;994,0
2005;4;5;19;45;1,3;15,4;38,4;-0,5;1,6;224,3;-6999;0,0;995,0
2005;4;5;20;00;1,4;15,2;39,1;-0,4;1,7;242,8;-6999;0,0;995,0
2005;4;5;20;15;1,3;15,2;38,8;-0,5;0,3;236,6;-6999;0,0;995,0
2005;4;5;20;30;1,1;15,1;38,6;-0,5;0,0;256,8;-6999;0,0;995,0
2005;4;5;20;45;0,8;15,2;37,6;-0,2;0,0;276,5;-6999;0,0;995,0
2005;4;5;21;00;0,7;15,1;37,6;-0,4;0,0;246,7;-6999;0,0;995,0
2005;4;5;21;15;0,5;14,7;37,9;-0,3;0,0;267,2;-6999;0,0;995,0
2005;4;5;21;30;0,5;14,5;38,3;-0,4;0,1;290,9;-6999;0,0;995,0
2005;4;5;21;45;0,5;14,4;38,7;-0,3;0,2;286,8;-6999;0,0;995,0
2005;4;5;22;00;0,9;14,0;40,7;-0,3;0,0;286,1;-6999;0,0;995,0
2005;4;5;22;15;1,1;13,9;41,7;-0,2;0,0;275,8;-6999;0,0;995,0
2005;4;5;22;30;1,3;13,9;42,4;-0,3;0,0;291,7;-6999;0,0;995,0
2005;4;5;22;45;1,6;14,0;42,8;-0,3;0,0;292,2;-6999;0,0;995,0
2005;4;5;23;00;1,8;14,0;43,5;-0,2;0,0;291,4;-6999;0,0;995,0
2005;4;5;23;15;2,0;14,3;43,3;-0,3;5,2;287,8;-6999;0,0;995,0
2005;4;5;23;30;2,1;14,3;43,5;-0,5;5,0;283,5;-6999;0,0;995,0
2005;4;5;23;45;2,1;14,4;43,4;-0,4;6,0;284,0;-6999;0,0;995,0
2005;4;5;24;00;2,3;14,6;43,5;-0,4;0,5;294,9;-6999;0,0;995,0
2005;4;6;00;15;2,4;14,4;44,2;-0,4;0,0;288,1;-6999;0,0;995,0
2005;4;6;00;30;2,4;14,0;45,6;-0,5;3,3;295,6;-6999;0,0;995,0
2005;4;6;00;45;2,7;13,6;47,8;-0,5;11,3;293,0;-6999;0,0;995,0
2005;4;6;01;00;2,9;13,4;49,1;-0,5;12,8;267,7;-6999;0,0;995,0
2005;4;6;01;15;3,5;13,2;51,7;-0,5;13,5;280,6;-6999;0,0;995,0
2005;4;6;01;30;4,0;13,1;54,0;-0,6;11,4;288,2;-6999;0,0;995,0
2005;4;6;01;45;4,1;13,0;54,8;-0,5;10,3;295,3;-6999;0,0;995,0
2005;4;6;02;00;4,1;12,8;55,6;-0,5;8,6;293,1;-6999;0,0;996,0
2005;4;6;02;15;4,3;12,6;56,8;-0,3;6,2;284,9;-6999;0,0;996,0
2005;4;6;02;30;4,3;12,4;57,8;-0,5;7,8;286,3;-6999;0,0;996,0
2005;4;6;02;45;4,5;12,2;59,3;-0,3;7,5;290,0;-6999;0,0;996,0
2005;4;6;03;00;4,6;12,0;60,7;-0,4;4,2;297,8;-6999;0,0;996,0
2005;4;6;03;15;5,0;12,0;62,2;-0,5;4,0;296,3;-6999;0,0;996,0
2005;4;6;03;30;5,2;12,0;63,3;-0,5;5,6;292,5;-6999;0,0;996,0
2005;4;6;03;45;5,2;12,0;63,1;-0,5;2,1;281,5;-6999;0,0;996,0
2005;4;6;04;00;5,2;11,9;63,5;-0,4;0,0;241,9;-6999;0,0;996,0
2005;4;6;04;15;5,3;12,0;63,5;-0,2;0,0;284,2;-6999;0,0;996,0
2005;4;6;04;30;5,3;11,9;63,9;-0,5;0,0;248,9;-6999;0,0;996,0
2005;4;6;04;45;5,3;11,8;64,3;-0,5;0,0;210,3;-6999;0,0;996,0
2005;4;6;05;00;5,5;12,1;63,8;-0,5;0,1;74,0;-6999;0,0;996,0
2005;4;6;05;15;5,7;12,1;64,7;-0,3;0,0;166,4;-6999;0,0;996,0
2005;4;6;05;30;5,6;11,8;65,9;1,2;0,1;250,1;-6999;0,0;996,0
2005;4;6;05;45;5,9;12,2;65,2;2,6;0,0;244,5;-6999;0,0;996,0
2005;4;6;06;00;5,6;11,7;66,3;9,0;0,1;79,9;-6999;0,0;996,0
2005;4;6;06;15;5,8;11,3;68,7;22,8;0,0;206,5;-6999;0,0;996,0
2005;4;6;06;30;6,1;11,4;69,7;38,6;3,1;325,8;-6999;0,0;996,0
2005;4;6;06;45;6,5;11,9;69,4;46,9;8,7;310,5;-6999;0,0;996,0
2005;4;6;07;00;6,4;12,1;68,3;72,7;7,9;314,3;-6999;0,0;996,0
2005;4;6;07;15;6,4;12,3;67,4;103,9;5,4;306,9;-6999;0,0;996,0
2005;4;6;07;30;6,3;12,4;66,2;106,6;2,3;307,7;-6999;0,0;996,0
2005;4;6;07;45;6,4;12,6;65,9;150,3;1,4;187,1;-6999;0,0;996,0
2005;4;6;08;00;6,5;13,3;63,4;221,9;0,0;143,4;-6999;0,0;996,0
2005;4;6;08;15;6,5;13,4;62,8;146,1;0,0;144,9;-6999;0,0;996,0
2005;4;6;08;30;6,4;13,5;62,3;312,3;0,0;159,5;-6999;0,0;996,0
2005;4;6;08;45;6,2;13,9;59,8;456,9;0,4;216,5;-6999;0,0;996,0
2005;4;6;09;00;6,2;14,0;59,5;482,7;1,0;250,3;-6999;0,0;996,0
2005;4;6;09;15;6,4;14,8;57,3;461,5;3,1;140,4;-6999;0,0;996,0
2005;4;6;09;30;6,4;14,5;58,2;544,8;6,7;89,6;-6999;0,0;996,0
2005;4;6;09;45;6,6;14,9;57,4;596,1;6,4;104,3;-6999;0,0;996,0
2005;4;6;10;00;6,5;14,9;57,2;267,1;4,4;123,5;-6999;0,0;996,0
2005;4;6;10;15;6,8;15,1;57,5;619,6;5,4;82,7;-6999;0,0;996,0
2005;4;6;10;30;6,8;15,6;55,6;625,1;4,8;79,5;-6999;0,0;996,0
2005;4;6;10;45;6,8;15,6;55,9;402,4;2,9;111,3;-6999;0,0;996,0
2005;4;6;11;00;6,9;16,0;54,9;424,6;2,0;99,3;-6999;0,0;995,0
2005;4;6;11;15;7,0;16,7;52,6;621,1;2,5;107,3;-6999;0,0;995,0
2005;4;6;11;30;6,8;16,6;52,4;484,4;6,0;121,2;-6999;0,0;995,0
2005;4;6;11;45;6,9;17,0;51,2;518,8;5,6;133,8;-6999;0,0;995,0
2005;4;6;12;00;6,9;17,2;50,8;327,3;2,0;128,8;-6999;0,0;995,0
2005;4;6;12;15;7,2;17,2;51,7;250,4;2,7;128,6;-6999;0,0;994,0
2005;4;6;12;30;7,2;17,1;52,2;411,8;4,5;125,4;-6999;0,0;994,0
2005;4;6;12;45;7,4;17,2;52,4;339,3;3,4;178,3;-6999;0,0;994,0
2005;4;6;13;00;6,9;17,3;50,4;200,5;5,5;187,8;-6999;0,0;994,0
2005;4;6;13;15;6,7;17,3;49,7;334,5;5,8;183,7;-6999;0,0;994,0
2005;4;6;13;30;6,6;18,2;46,8;633,2;8,3;179,9;-6999;0,0;993,0
2005;4;6;13;45;6,7;17,7;48,5;190,0;9,4;173,6;-6999;0,0;993,0
2005;4;6;14;00;7,2;18,0;49,2;477,2;7,8;177,1;-6999;0,0;993,0
2005;4;6;14;15;7,3;18,4;48,4;582,9;7,4;186,7;-6999;0,0;992,0
2005;4;6;14;30;7,4;18,6;48,2;466,3;7,1;158,4;-6999;0,0;992,0
2005;4;6;14;45;7,3;18,5;47,9;368,2;8,5;178,0;-6999;0,0;992,0
2005;4;6;15;00;7,2;18,7;47,0;350,6;8,2;159,0;-6999;0,0;992,0
2005;4;6;15;15;6,8;18,6;46,0;376,5;11,5;180,4;-6999;0,0;991,0
2005;4;6;15;30;5,6;18,3;43,2;409,4;11,6;205,8;-6999;0,0;991,0
2005;4;6;15;45;5,7;18,5;42,9;303,1;7,9;189,7;-6999;0,0;991,0
2005;4;6;16;00;6,2;19,1;43,0;390,8;5,5;150,9;-6999;0,0;991,0
2005;4;6;16;15;6,2;19,2;42,5;359,3;6,9;167,5;-6999;0,0;991,0
2005;4;6;16;30;6,0;19,4;41,6;295,7;5,9;161,6;-6999;0,0;990,0
2005;4;6;16;45;5,9;19,2;41,8;222,6;4,5;164,8;-6999;0,0;990,0
2005;4;6;17;00;5,4;19,2;40,3;204,3;5,4;151,1;-6999;0,0;990,0
2005;4;6;17;15;4,9;19,3;38,7;182,8;4,7;188,1;-6999;0,0;990,0
2005;4;6;17;30;4,9;19,5;38,2;140,2;2,7;203,9;-6999;0,0;990,0
2005;4;6;17;45;5,0;19,3;39,0;87,9;3,9;193,6;-6999;0,0;990,0
2005;4;6;18;00;4,9;19,0;39,4;58,3;7,4;184,3;-6999;0,0;989,0
2005;4;6;18;15;4,7;18,7;39,7;27,8;8,2;183,7;-6999;0,0;989,0
2005;4;6;18;30;4,8;18,5;40,5;8,7;8,7;177,8;-6999;0,0;989,0
