Name,Art,Radius,Durchmesser,Höhe,Volumen,anz_Schichten,Ladeschicht,Dämmdicke,Lambda_Dämmung
Speicher3,0.5,1.0,1963.5,2.5,10,5,0.2,0.04
Speicher1,1.6,3.2,20106.19,2.5,20,5,0.2,0.04
Speicher2,2.0,4.0,31415.93,2.5,10,5,0.2,0.04
